"term","estimate","lower95","upper95","num_boots","park","resp","Network","lat_rank","park_ord","network_ord","strp_col"
"c2_response",72.8672024249346,58.9691751859165,88.1630055764822,1000,"NERI","Tree_Dens_NatOth","ERMN",7,"NERI","ERMN","#A5BDCD"
"c3_response",65.028537732536,50.2074471008223,81.4778077015474,1000,"NERI","Tree_Dens_NatOth","ERMN",7,"NERI","ERMN","#A5BDCD"
"Intercept",567.313834172264,538.501172586529,595.576948770156,1000,"NERI","Tree_Dens_Total","ERMN",7,"NERI","ERMN","#A5BDCD"
"Slope",-16.8493123634844,-22.9767650817815,-10.9127307081275,1000,"NERI","Tree_Dens_Total","ERMN",7,"NERI","ERMN","#A5BDCD"
"c1_response",550.46452180878,522.325835345614,579.178268130751,1000,"NERI","Tree_Dens_Total","ERMN",7,"NERI","ERMN","#A5BDCD"
"c2_response",533.615209445296,504.959444543646,563.36547370933,1000,"NERI","Tree_Dens_Total","ERMN",7,"NERI","ERMN","#A5BDCD"
"c3_response",516.765897081811,487.313014101584,548.161648224481,1000,"NERI","Tree_Dens_Total","ERMN",7,"NERI","ERMN","#A5BDCD"
"Intercept",0.629914315967781,0.547505535825963,0.717558347048311,1000,"APCO","Hor_sap","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",0.0103499748035235,-0.0173540784459469,0.0346227174817942,1000,"APCO","Hor_sap","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",0.640264290771304,0.560795194904417,0.7319099836639,1000,"APCO","Hor_sap","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",0.650614265574828,0.561135123535845,0.744807711708949,1000,"APCO","Hor_sap","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",0.660964240378351,0.554915860945558,0.766427446743906,1000,"APCO","Hor_sap","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",0.622985752383468,0.465319790924603,0.787423338952812,1000,"APCO","Hor_seed","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",0.0655518066839664,-0.00714274472678728,0.136974750601034,1000,"APCO","Hor_seed","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",0.688537559067434,0.585564420384797,0.790482117402285,1000,"APCO","Hor_seed","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",0.754089365751401,0.690666910958944,0.812236577926169,1000,"APCO","Hor_seed","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",0.819641172435367,0.726981900674154,0.904269766268929,1000,"APCO","Hor_seed","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",NA,NA,NA,NA,"APCO","Sap_BA_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",NA,NA,NA,NA,"APCO","Sap_BA_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",NA,NA,NA,NA,"APCO","Sap_BA_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",NA,NA,NA,NA,"APCO","Sap_BA_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",NA,NA,NA,NA,"APCO","Sap_BA_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",2.31153601046596,1.70356508912075,3.01160930069166,1000,"APCO","Sap_BA_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",-0.0982087902370026,-0.227185892414978,0.0305236273940056,1000,"APCO","Sap_BA_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",2.21332722022895,1.65792292768576,2.84251844581866,1000,"APCO","Sap_BA_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",2.11511842999195,1.58305572049006,2.70213465217763,1000,"APCO","Sap_BA_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",2.01690963975495,1.47177883862249,2.60938526524273,1000,"APCO","Sap_BA_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",1.17154368869351,0.767516269560541,1.62285595322318,1000,"APCO","Sap_BA_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",-0.12581768912022,-0.222610030614651,-0.0446326247115396,1000,"APCO","Sap_BA_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",1.04572599957329,0.70042019872151,1.44207499326225,1000,"APCO","Sap_BA_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",0.919908310453075,0.619169511962317,1.25874215683798,1000,"APCO","Sap_BA_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",0.794090621332855,0.514301796277113,1.09874987015796,1000,"APCO","Sap_BA_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",3.48307969915956,2.58722350836043,4.44955314891531,1000,"APCO","Sap_BA_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",-0.22402647935722,-0.389264674082402,-0.0669992799029814,1000,"APCO","Sap_BA_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",3.25905321980234,2.47244853464466,4.09947011281499,1000,"APCO","Sap_BA_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",3.03502674044512,2.34107563615589,3.78657807402799,1000,"APCO","Sap_BA_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",2.8110002610879,2.16870342969015,3.51186128499407,1000,"APCO","Sap_BA_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",NA,NA,NA,NA,"APCO","Sap_Dens_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",NA,NA,NA,NA,"APCO","Sap_Dens_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",NA,NA,NA,NA,"APCO","Sap_Dens_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",NA,NA,NA,NA,"APCO","Sap_Dens_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",NA,NA,NA,NA,"APCO","Sap_Dens_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",0.208870247780754,0.143156130510216,0.282329268224204,1000,"APCO","Sap_Dens_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",-0.0254771169168054,-0.0372734431586572,-0.0145282732831371,1000,"APCO","Sap_Dens_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",0.183393130863948,0.125199325102048,0.245299717575975,1000,"APCO","Sap_Dens_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",0.157916013947143,0.107379380239303,0.212397038758906,1000,"APCO","Sap_Dens_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",0.132438897030338,0.0901016136911031,0.175902647935718,1000,"APCO","Sap_Dens_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",0.117349144586499,0.0745293400935426,0.16578724993122,1000,"APCO","Sap_Dens_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",-0.0193710310441829,-0.0311673572860345,-0.00884329678103999,1000,"APCO","Sap_Dens_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",0.0979781135423163,0.0642139151380393,0.134200537897036,1000,"APCO","Sap_Dens_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",0.0786070824981334,0.0545863021543954,0.105140482086008,1000,"APCO","Sap_Dens_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",0.0592360514539505,0.0418266882274667,0.0774156939040207,1000,"APCO","Sap_Dens_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",0.326219392367248,0.225974306713606,0.437272951864389,999,"APCO","Sap_Dens_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",-0.0448481479609881,-0.066756362962589,-0.0250349520777537,999,"APCO","Sap_Dens_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",0.281371244406259,0.195275433602283,0.373397678845153,999,"APCO","Sap_Dens_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",0.236523096445271,0.16784015811253,0.309178499839979,999,"APCO","Sap_Dens_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",0.191674948484283,0.136997405966276,0.248980915323326,999,"APCO","Sap_Dens_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",0.00496031746031746,NA,NA,NA,"APCO","Seed_Dens_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",-0.00148809523809524,NA,NA,NA,"APCO","Seed_Dens_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",0.00347222222222222,NA,NA,NA,"APCO","Seed_Dens_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",0.00198412698412698,NA,NA,NA,"APCO","Seed_Dens_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",0.000496031746031746,NA,NA,NA,"APCO","Seed_Dens_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",1.01190476190477,0.568452380952384,1.55957341269841,1000,"APCO","Seed_Dens_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",-0.111607142857143,-0.241071428571428,0.00595238095238165,1000,"APCO","Seed_Dens_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",0.900297619047622,0.529662698412674,1.33534226190473,1000,"APCO","Seed_Dens_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",0.788690476190479,0.478149801587299,1.17775297619048,1000,"APCO","Seed_Dens_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",0.677083333333335,0.392212301587303,1.03670634920634,1000,"APCO","Seed_Dens_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",0.581349206349205,0.148759920634919,1.08730158730159,1000,"APCO","Seed_Dens_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",0.00892857142857119,-0.120535714285714,0.125074404761905,1000,"APCO","Seed_Dens_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",0.590277777777776,0.226078869047618,1.02429315476187,1000,"APCO","Seed_Dens_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",0.599206349206347,0.270758928571429,1.00892857142857,1000,"APCO","Seed_Dens_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",0.608134920634918,0.267844742063492,1.02034970238095,1000,"APCO","Seed_Dens_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",1.59821428571428,0.808407738095238,2.47465277777778,1000,"APCO","Seed_Dens_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",-0.104166666666667,-0.315513392857145,0.101227678571429,1000,"APCO","Seed_Dens_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",1.49404761904762,0.834722222222211,2.19996279761904,1000,"APCO","Seed_Dens_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",1.38988095238095,0.866021825396824,2.03291170634915,1000,"APCO","Seed_Dens_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",1.28571428571428,0.796391369047618,1.92808779761899,1000,"APCO","Seed_Dens_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",0.41033977652767,0.32728513132294,0.490555641139063,999,"APCO","Sor_sap","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",-0.00302396450784465,-0.0356065552677949,0.0274249342232083,999,"APCO","Sor_sap","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",0.407315812019826,0.339401929671915,0.472469105934364,999,"APCO","Sor_sap","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",0.404291847511981,0.335138667121581,0.464935111347346,999,"APCO","Sor_sap","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",0.401267883004136,0.322181798826369,0.470316881294392,999,"APCO","Sor_sap","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",0.320392276446013,0.200892702202133,0.444890744427039,1000,"APCO","Sor_seed","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",-0.0368679863676545,-0.084423445786884,0.00850963498744494,1000,"APCO","Sor_seed","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",0.283524290078359,0.205526475387675,0.367499560384207,1000,"APCO","Sor_seed","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",0.246656303710705,0.194930257003938,0.299056919973342,1000,"APCO","Sor_seed","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",0.20978831734305,0.154243140292248,0.261963022678656,1000,"APCO","Sor_seed","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",149.800531932062,78.5694660564032,230.790081901242,1000,"APCO","stock_final","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",-30.3012054071923,-50.5403943048457,-11.0062048852735,1000,"APCO","stock_final","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",119.49932652487,64.4523177811457,178.673883061467,1000,"APCO","stock_final","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",89.1981211176778,50.9752197731188,129.206481211831,1000,"APCO","stock_final","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",58.8969157104856,35.5245367919932,84.4780353005583,1000,"APCO","stock_final","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",NA,NA,NA,NA,"APCO","tree_10cm_BA_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",NA,NA,NA,NA,"APCO","tree_10cm_BA_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",NA,NA,NA,NA,"APCO","tree_10cm_BA_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",NA,NA,NA,NA,"APCO","tree_10cm_BA_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",NA,NA,NA,NA,"APCO","tree_10cm_BA_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",5.326826372024,3.32739136964289,7.37841671666679,1000,"APCO","tree_10cm_BA_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",-0.145835062500005,-0.505333762053569,0.22468629475447,1000,"APCO","tree_10cm_BA_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",5.18099130952399,3.35183877563246,7.12553151331811,1000,"APCO","tree_10cm_BA_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",5.03515624702399,3.3264903530506,6.90262037440457,1000,"APCO","tree_10cm_BA_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",4.88932118452398,3.29837754847474,6.64735803385459,1000,"APCO","tree_10cm_BA_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",0.824659601190481,0.567306088764881,1.07772419761905,1000,"APCO","tree_10cm_BA_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",-0.0619910446428573,-0.121353883258929,-0.00121840379464267,1000,"APCO","tree_10cm_BA_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",0.762668556547624,0.540454837500009,0.96985793519344,1000,"APCO","tree_10cm_BA_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",0.700677511904767,0.506157505505949,0.891009432440468,1000,"APCO","tree_10cm_BA_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",0.638686467261909,0.458365672953868,0.822388738913694,1000,"APCO","tree_10cm_BA_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",6.15148597321413,4.23108123013381,8.29871461688976,1000,"APCO","tree_10cm_BA_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",-0.20782610714285,-0.577410294308036,0.207891405133933,1000,"APCO","tree_10cm_BA_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",5.94365986607128,4.27178071409959,7.88249259888374,1000,"APCO","tree_10cm_BA_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",5.73583375892843,4.1998671625744,7.60856317016362,1000,"APCO","tree_10cm_BA_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",5.52800765178558,4.00807069769339,7.41469955104146,1000,"APCO","tree_10cm_BA_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",NA,NA,NA,NA,"APCO","tree_10cm_Dens_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",NA,NA,NA,NA,"APCO","tree_10cm_Dens_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",NA,NA,NA,NA,"APCO","tree_10cm_Dens_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",NA,NA,NA,NA,"APCO","tree_10cm_Dens_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",NA,NA,NA,NA,"APCO","tree_10cm_Dens_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",331.547619047628,227.656250000002,452.395833333339,1000,"APCO","tree_10cm_Dens_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",-15.6249999999998,-37.0535714285714,6.70758928571428,1000,"APCO","tree_10cm_Dens_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",315.922619047628,222.414434523808,422.481398809523,1000,"APCO","tree_10cm_Dens_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",300.297619047628,213.370535714277,395.297619047607,1000,"APCO","tree_10cm_Dens_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",284.672619047629,202.674851190478,374.55357142857,1000,"APCO","tree_10cm_Dens_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",58.3333333333335,39.8809523809525,78.5714285714285,1000,"APCO","tree_10cm_Dens_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",-4.46428571428571,-8.03571428571429,-0.446428571428587,1000,"APCO","tree_10cm_Dens_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",53.8690476190478,38.2440476190483,70.8333333333326,1000,"APCO","tree_10cm_Dens_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",49.4047619047621,36.3020833333332,63.0952380952378,1000,"APCO","tree_10cm_Dens_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",44.9404761904764,33.3333333333334,56.2537202380954,1000,"APCO","tree_10cm_Dens_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",389.88095238096,282.715773809513,528.891369047618,1000,"APCO","tree_10cm_Dens_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",-20.0892857142857,-42.8571428571429,2.25446428571427,1000,"APCO","tree_10cm_Dens_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",369.791666666675,267.704613095236,494.538690476192,1000,"APCO","tree_10cm_Dens_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",349.702380952389,252.961309523806,459.828869047609,1000,"APCO","tree_10cm_Dens_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",329.613095238103,236.298363095236,430.368303571451,1000,"APCO","tree_10cm_Dens_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",NA,NA,NA,NA,"APCO","tree_20cm_BA_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",NA,NA,NA,NA,"APCO","tree_20cm_BA_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",NA,NA,NA,NA,"APCO","tree_20cm_BA_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",NA,NA,NA,NA,"APCO","tree_20cm_BA_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",NA,NA,NA,NA,"APCO","tree_20cm_BA_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",4.63125858333331,3.08093633043155,6.56964484523804,1000,"APCO","tree_20cm_BA_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",0.47657996875,-0.172811434374997,1.07725504966518,1000,"APCO","tree_20cm_BA_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",5.10783855208331,3.87004466209077,6.66170213210561,1000,"APCO","tree_20cm_BA_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",5.58441852083331,4.30210328653274,7.04982942016371,1000,"APCO","tree_20cm_BA_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",6.06099848958331,4.56555484959076,7.70660651138394,1000,"APCO","tree_20cm_BA_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",0.641607904761905,0.110856474255952,1.36217824188988,1000,"APCO","tree_20cm_BA_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",-0.119449950892857,-0.332695474553572,0.0535496060267857,1000,"APCO","tree_20cm_BA_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",0.522157953869048,0.140805922284226,1.03825845286458,1000,"APCO","tree_20cm_BA_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",0.402708002976191,0.143554284226191,0.763752893080358,1000,"APCO","tree_20cm_BA_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",0.283258052083334,0.0923572972098213,0.529350171316965,1000,"APCO","tree_20cm_BA_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",5.27286648809519,3.55376151584823,7.24512357648815,1000,"APCO","tree_20cm_BA_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",0.357130017857149,-0.285740912611608,1.07777367109376,1000,"APCO","tree_20cm_BA_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",5.62999650595234,4.2950552505952,7.22841109367561,1000,"APCO","tree_20cm_BA_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",5.98712652380949,4.74256116875003,7.4391757186756,1000,"APCO","tree_20cm_BA_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",6.34425654166664,4.8113961421503,8.15049823995534,1000,"APCO","tree_20cm_BA_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",NA,NA,NA,NA,"APCO","tree_20cm_Dens_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",NA,NA,NA,NA,"APCO","tree_20cm_Dens_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",NA,NA,NA,NA,"APCO","tree_20cm_Dens_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",NA,NA,NA,NA,"APCO","tree_20cm_Dens_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",NA,NA,NA,NA,"APCO","tree_20cm_Dens_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",98.5119047619054,66.6592261904765,137.507440476191,1000,"APCO","tree_20cm_Dens_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",11.6071428571428,-1.78571428571429,26.3392857142857,1000,"APCO","tree_20cm_Dens_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",110.119047619048,83.0319940476193,145.985863095239,1000,"APCO","tree_20cm_Dens_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",121.726190476191,94.0476190476194,158.333333333332,1000,"APCO","tree_20cm_Dens_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",133.333333333334,99.8474702380956,176.194196428571,1000,"APCO","tree_20cm_Dens_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",12.202380952381,0.595238095238093,25.297619047619,999,"APCO","tree_20cm_Dens_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",-1.78571428571428,-5.35714285714286,1.78571428571429,999,"APCO","tree_20cm_Dens_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",10.4166666666667,2.08333333333333,20.3869047619047,999,"APCO","tree_20cm_Dens_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",8.63095238095242,2.97619047619047,15.4910714285714,999,"APCO","tree_20cm_Dens_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",6.84523809523814,2.3735119047619,12.3511904761904,999,"APCO","tree_20cm_Dens_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",110.714285714286,73.8095238095239,149.70238095238,1000,"APCO","tree_20cm_Dens_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",9.82142857142857,-4.91071428571429,25.8928571428571,1000,"APCO","tree_20cm_Dens_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",120.535714285714,90.0260416666669,154.468005952381,1000,"APCO","tree_20cm_Dens_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",130.357142857143,100.587797619048,162.217261904761,1000,"APCO","tree_20cm_Dens_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",140.178571428571,104.910714285715,180.658482142858,1000,"APCO","tree_20cm_Dens_Total","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",NA,NA,NA,NA,"APCO","tree_30cm_BA_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",NA,NA,NA,NA,"APCO","tree_30cm_BA_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",NA,NA,NA,NA,"APCO","tree_30cm_BA_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",NA,NA,NA,NA,"APCO","tree_30cm_BA_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",NA,NA,NA,NA,"APCO","tree_30cm_BA_Exotic","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",1.88282961607142,0.304112619494052,3.70238680104167,1000,"APCO","tree_30cm_BA_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",0.793865741071428,0.186135382700892,1.4545217516741,1000,"APCO","tree_30cm_BA_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",2.67669535714284,1.45785500591518,4.19796284088543,1000,"APCO","tree_30cm_BA_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",3.47056109821427,2.31226409122024,4.88346032983629,1000,"APCO","tree_30cm_BA_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",4.2644268392857,2.89525559482887,5.83404162273065,1000,"APCO","tree_30cm_BA_NatCan","MIDN",4,"APCO","MIDN","#E7CDA4"
"Intercept",0.204761946428564,0.014384470238095,0.518375416666668,949,"APCO","tree_30cm_BA_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"Slope",0.119166290178572,0.00637119642857141,0.299789629464286,949,"APCO","tree_30cm_BA_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c1_response",0.323928236607136,0.073512678571431,0.735910495535723,949,"APCO","tree_30cm_BA_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c2_response",0.443094526785707,0.0798838750000024,1.00673247619047,949,"APCO","tree_30cm_BA_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
"c3_response",0.562260816964279,0.0862550714285739,1.27728951190475,949,"APCO","tree_30cm_BA_NatOth","MIDN",4,"APCO","MIDN","#E7CDA4"
